太魯閣國家公園管理處,太管處,105E956F-D8DA-49F7-A9B7-3AEFDDA88A12,0,1,0,"<p>確認已於申請前詳閱並明瞭「<a href=""https://hike.taiwan.gov.tw/notice_a"
太魯閣國家公園管理處,太管處,105E956F-D8DA-49F7-A9B7-3AEFDDA88A12,1,1,1,<p>颱風警報發布、森林火災或其他突發事件時，管理處得另行發布緊急措施禁止人員進入，已核發之入園許可證自動廢止(無效)。
太魯閣國家公園管理處,太管處,105E956F-D8DA-49F7-A9B7-3AEFDDA88A12,1,1,1,<p>入園申請前領隊責任同意事項：</p>  <p>1. 本申請人瞭解所填具之隊員資料與行程計畫等，如明知為不實之事
太魯閣國家公園管理處,太管處,105E956F-D8DA-49F7-A9B7-3AEFDDA88A12,2,1,1,"<p>生態保護措施承諾：</p>  <p>1. 將充分瞭解本區生態的脆弱性，並於行前辦理減輕生態衝擊講習。</p> "
太魯閣國家公園管理處,太管處,105E956F-D8DA-49F7-A9B7-3AEFDDA88A12,3,1,1,"<p>登山安全措施承諾：</p>  <p>1. 將充分瞭解本區之災害與天候資訊，並於行前辦理安全維護講習。</p> "
太魯閣國家公園管理處,太管處,105E956F-D8DA-49F7-A9B7-3AEFDDA88A12,4,1,1,<p>欲申請「其他路線」：</p>  <p>線上系統僅受理進入生態保護區之案件，非進入生態保護區，系統亦將退回申辦案
太魯閣國家公園管理處,太管處,105E956F-D8DA-49F7-A9B7-3AEFDDA88A12,5,1,1,<p>登山申請時間說明：</p>  <p>1、奇萊主（北）峰、奇萊連峰、奇萊東稜、奇萊南峰、南湖大山、南湖中央尖、北
太魯閣國家公園管理處,太管處,105E956F-D8DA-49F7-A9B7-3AEFDDA88A12,95,1,1,"<p>「緊急災難處理」</p>  <p>1.攜帶登山所須個人及團體裝備(雪季期間攜帶雪地攀登裝備)。</p>  "
太魯閣國家公園管理處,太管處,105E956F-D8DA-49F7-A9B7-3AEFDDA88A12,96,1,1,<p>「環境維護」</p>  <p>1.遵守進入國家公園生態保護區之相關規定。</p>  <p>2.充分瞭解無痕
太魯閣國家公園管理處,太管處,105E956F-D8DA-49F7-A9B7-3AEFDDA88A12,97,1,1,"<p>如欲申請【錐麓古道】請觀看<a href=""https://www.youtube.com/watch?v=mlQ"
太魯閣國家公園管理處,太管處,105E956F-D8DA-49F7-A9B7-3AEFDDA88A12,98,0,0,"<p><span style=""color:#b22222;"">為辦理本處107年園區設施災修及整修工程，107年11月"
太魯閣國家公園管理處,太管處,105E956F-D8DA-49F7-A9B7-3AEFDDA88A12,99,1,0,"<p><strong><span style=""color:#b22222;""><span style=""backgro"
太魯閣國家公園管理處,太管處,105E956F-D8DA-49F7-A9B7-3AEFDDA88A12,100,1,0,"<p><span style=""color:#ff0000;"">1.隊伍所有成員於入園前一日皆「非」中央疫情指揮中心所公"
太魯閣國家公園管理處,太管處,105E956F-D8DA-49F7-A9B7-3AEFDDA88A12,102,1,0,"<p>入園申請隊員若具有學生身分或參加學校社團活動，請務必自行通報學校相關單位，作為緊急應變之用。</p> "
玉山國家公園管理處,玉管處,C951CDCD-B75A-46B9-8002-8EF952EC95FD,0,1,0,"<p><span style=""color:#ff0000;"">領隊已明確告知以下相關事項：</span><br /> "
玉山國家公園管理處,玉管處,C951CDCD-B75A-46B9-8002-8EF952EC95FD,1,0,1,"<p><a href=""https://npm.cpami.gov.tw/NationPark/manasystem/n"
玉山國家公園管理處,玉管處,C951CDCD-B75A-46B9-8002-8EF952EC95FD,1,1,0,"<p>確認已於申請前詳閱「<a href=""http://npm.cpami.gov.tw/news_4main.asp"
玉山國家公園管理處,玉管處,C951CDCD-B75A-46B9-8002-8EF952EC95FD,2,1,1,"<p>確認已於申請前詳閱並明瞭「<a href=""https://npm.cpami.gov.tw/notice_1.a"
玉山國家公園管理處,玉管處,C951CDCD-B75A-46B9-8002-8EF952EC95FD,3,1,1,"<p>已詳閱並明瞭「<a href=""https://npm.cpami.gov.tw/news_4main.aspx?"
玉山國家公園管理處,玉管處,C951CDCD-B75A-46B9-8002-8EF952EC95FD,4,1,1,<p><strong>開放路線(一般)之「排雲山莊」、「圓峰山屋/營地」、「庫哈諾辛山屋/營地」</strong><st
玉山國家公園管理處,玉管處,C951CDCD-B75A-46B9-8002-8EF952EC95FD,5,1,1,<p>開放路線(一般)於預定住宿日前1個月之下午3時至4時（如遇假日後之上班日，則分別於上午9時至10時、中午12時至1
玉山國家公園管理處,玉管處,C951CDCD-B75A-46B9-8002-8EF952EC95FD,6,0,0,<p><strong>「玉山主（西）峰單日往返路線」及「開放路線(須具長程縱走登山經驗)」</strong>等自107年
玉山國家公園管理處,玉管處,C951CDCD-B75A-46B9-8002-8EF952EC95FD,7,1,1,<p>每天07：00至23：00，為系統受理申請案件時間；23：00至隔日07：00暫停受理申請案件，仍可<a href
玉山國家公園管理處,玉管處,C951CDCD-B75A-46B9-8002-8EF952EC95FD,8,1,1,"<p>凡入園申請為多日行程者，若其行程中之一日因受理申請承載量已滿或未中籤者，本處將逕予退件。</p> "
玉山國家公園管理處,玉管處,C951CDCD-B75A-46B9-8002-8EF952EC95FD,9,1,1,<p>進入山地管制區請依規辦理入山許可證(依國安法規定)。全體隊員已同意本處或代理申請人於核准入園後代為由「臺灣國家公園
玉山國家公園管理處,玉管處,C951CDCD-B75A-46B9-8002-8EF952EC95FD,31,1,1,<p>「緊急災難處理」</p>  <ol> 	<li>攜帶登山所須個人及團體裝備(雪季期間攜帶雪地攀登裝備)。</
玉山國家公園管理處,玉管處,C951CDCD-B75A-46B9-8002-8EF952EC95FD,32,1,1,<p>「環境維護」</p>  <ol> 	<li>遵守進入國家公園生態保護區之相關規定。</li> 	<li>充
玉山國家公園管理處,玉管處,C951CDCD-B75A-46B9-8002-8EF952EC95FD,70,1,1,"<p>外籍人士提前申請玉山主峰線住宿「排雲山莊」保留名額說明網址：<br /> 107年01月01日起之申請案：<a "
玉山國家公園管理處,玉管處,C951CDCD-B75A-46B9-8002-8EF952EC95FD,71,1,1,<p>外國人住宿「排雲山莊」提前申請期限：預定入園日期前35天至前4個月間提出申請，於非假日（週日至週四）每日原則提供2
玉山國家公園管理處,玉管處,C951CDCD-B75A-46B9-8002-8EF952EC95FD,81,1,1,<p>颱風警報發佈、森林火災或其他突發事件時，管理處得另行發佈緊急措施禁止人員進入，已核發之入園許可證，於該期間應予以廢
玉山國家公園管理處,玉管處,C951CDCD-B75A-46B9-8002-8EF952EC95FD,82,1,1,<p>雪季管制措施實施期間(依本處公告為準，預估為每年12月中旬至隔年3月間)，仍受理具雪地經驗並備妥雪攀裝備之隊伍申請
玉山國家公園管理處,玉管處,C951CDCD-B75A-46B9-8002-8EF952EC95FD,83,1,1,<p>請從事登山活動者應主動自行評估自身經驗、裝備、技術能力、體能、天候情況及確認活動所帶來之風險，且應承擔自身安全責任
玉山國家公園管理處,玉管處,C951CDCD-B75A-46B9-8002-8EF952EC95FD,90,1,1,"<p><strong>請申請人瞭解所填具之隊員資料與行程計畫等，<span style=""color:#ff0000;"""
玉山國家公園管理處,玉管處,C951CDCD-B75A-46B9-8002-8EF952EC95FD,91,1,0,"<p><span style=""color:#ff0000;""><strong>入園期間應攜帶入園許可證及身分證明文件正"
玉山國家公園管理處,玉管處,C951CDCD-B75A-46B9-8002-8EF952EC95FD,99,0,1,<p>玉山國家公園生態保護區未限制承載量之登山路線包含「玉山前峰單日往返」、「瓦拉米單日往返」、「乙女瀑布單日往返」、「
玉山國家公園管理處,玉管處,C951CDCD-B75A-46B9-8002-8EF952EC95FD,99,0,1,<p>玉山國家公園生態保護區「玉山主(西)峰單日往返」、「南橫三山-庫哈諾辛山/關山線」、「八通關線」、「南二段線」、「
玉山國家公園管理處,玉管處,C951CDCD-B75A-46B9-8002-8EF952EC95FD,100,1,0,"<p>入園申請隊員若具有學生身分或參加學校社團活動，請務必自行通報學校相關單位，作為緊急應變之用。</p> "
雪霸國家公園管理處,雪管處,E6DD4652-2D37-4346-8F5D-6E538353E0C2,0,1,0,<p>領隊已明確告知以下相關事項：</p>  <p>1.屬於指揮中心公告之居家隔離、自主健康管理或未符合外出條件之自
雪霸國家公園管理處,雪管處,E6DD4652-2D37-4346-8F5D-6E538353E0C2,1,1,0,"<p><span style=""color:#ff0000;"">申請人應瞭解並填具所有正確的隊員資料與行程計畫。如明知為"
雪霸國家公園管理處,雪管處,E6DD4652-2D37-4346-8F5D-6E538353E0C2,1,0,0,"<p><strong>請先詳閱<a href=""https://drive.google.com/open?id=0B5"
雪霸國家公園管理處,雪管處,E6DD4652-2D37-4346-8F5D-6E538353E0C2,1,1,1,"<p>確認已轉知並取得全體隊員同意使用當事人個人資料辦理入園申請相關事宜。</p> "
雪霸國家公園管理處,雪管處,E6DD4652-2D37-4346-8F5D-6E538353E0C2,2,1,1,"<p>領隊需為成年人，並能承擔整體登山隊伍安危，請領隊務必轉知每位隊員了解本園<a href=""https://npm."
雪霸國家公園管理處,雪管處,E6DD4652-2D37-4346-8F5D-6E538353E0C2,3,1,1,"<p>颱風警報發布、森林火災或其他突發事件時，本處得另行發布緊急措施禁止人員進入，已核發之入園許可證自動廢止。</p> "
雪霸國家公園管理處,雪管處,E6DD4652-2D37-4346-8F5D-6E538353E0C2,4,1,1,<p>入園日前 5 日至入園日前 2 個月每日 07:00-23:00 提出，申請日期須在可申請日期範圍內才接受申請，逾
雪霸國家公園管理處,雪管處,E6DD4652-2D37-4346-8F5D-6E538353E0C2,5,1,1,<p>全天候可上線填寫資料並「儲存草稿」，所儲存草稿可利用系統資料線上異動-草稿查詢功能帶出上次所儲存資料並修改，在系統
雪霸國家公園管理處,雪管處,E6DD4652-2D37-4346-8F5D-6E538353E0C2,7,1,1,<p> 「緊急災難處理」</p> <p>1.攜帶登山所須個人及團體裝備(雪季期間攜帶雪地攀登裝備)。</p> <p>
雪霸國家公園管理處,雪管處,E6DD4652-2D37-4346-8F5D-6E538353E0C2,8,1,1,<p> 	「環境維護」</p> <p> 	1.遵守進入國家公園生態保護區之相關規定。</p> <p> 	2.充
雪霸國家公園管理處,雪管處,E6DD4652-2D37-4346-8F5D-6E538353E0C2,9,1,1,<p>山友規劃進行高海拔登山活動時，可先至家庭醫學科或旅遊醫學科，透過正常合法管道，由專業醫師預開高山症處方箋，預防性投
雪霸國家公園管理處,雪管處,E6DD4652-2D37-4346-8F5D-6E538353E0C2,9,1,0,"<p>進入原住民族傳統領域須知：</p>  <p>1.請充分認知本園區多為泰雅族及賽夏族眾社群之傳統領域。</p> "
雪霸國家公園管理處,雪管處,E6DD4652-2D37-4346-8F5D-6E538353E0C2,10,1,0,"<p>欲申請雪山西稜線之隊伍，請於申請前詳閱<a href=""https://drive.google.com/file"
雪霸國家公園管理處,雪管處,E6DD4652-2D37-4346-8F5D-6E538353E0C2,12,0,0,"<p><span style=""color:#ff0000;"">1.隊伍所有成員於入園前一日皆「非」中央疫情指揮中心所公"
雪霸國家公園管理處,雪管處,E6DD4652-2D37-4346-8F5D-6E538353E0C2,15,1,0,"<p>入園申請隊員若具有學生身分或參加學校社團活動，請務必自行通報學校相關單位，作為緊急應變之用。</p> "
