太魯閣國家公園管理處,105E956F-D8DA-49F7-A9B7-3AEFDDA88A12,22,15,奇萊主、北峰線,0,0,0,2,0,101,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
太魯閣國家公園管理處,105E956F-D8DA-49F7-A9B7-3AEFDDA88A12,23,15,奇萊連峰,0,0,0,2,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
太魯閣國家公園管理處,105E956F-D8DA-49F7-A9B7-3AEFDDA88A12,24,15,奇萊東稜,0,0,0,2,0,103,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
太魯閣國家公園管理處,105E956F-D8DA-49F7-A9B7-3AEFDDA88A12,25,15,奇萊南峰,0,0,0,2,0,104,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
太魯閣國家公園管理處,105E956F-D8DA-49F7-A9B7-3AEFDDA88A12,26,16,南湖大山線,0,0,0,2,0,301,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
太魯閣國家公園管理處,105E956F-D8DA-49F7-A9B7-3AEFDDA88A12,27,16,南湖中央尖 (北一段線),0,0,0,2,0,302,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
太魯閣國家公園管理處,105E956F-D8DA-49F7-A9B7-3AEFDDA88A12,28,17,北一段縱走北二段,0,0,0,1,0,501,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
太魯閣國家公園管理處,105E956F-D8DA-49F7-A9B7-3AEFDDA88A12,109,17,北一段縱走北二段(南往北),0,0,0,2,0,502,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
太魯閣國家公園管理處,105E956F-D8DA-49F7-A9B7-3AEFDDA88A12,29,18,北二段（鬼門關斷崖）,0,0,0,2,0,401,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
太魯閣國家公園管理處,105E956F-D8DA-49F7-A9B7-3AEFDDA88A12,30,19,閂山鈴鳴山,0,0,0,2,0,701,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
太魯閣國家公園管理處,105E956F-D8DA-49F7-A9B7-3AEFDDA88A12,31,20,閂山單攻,0,0,0,2,0,801,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
太魯閣國家公園管理處,105E956F-D8DA-49F7-A9B7-3AEFDDA88A12,32,21,畢祿縱走羊頭,0,0,0,2,0,1101,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
太魯閣國家公園管理處,105E956F-D8DA-49F7-A9B7-3AEFDDA88A12,149,21,羊頭縱走畢祿,0,0,0,0,2,10009,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
太魯閣國家公園管理處,105E956F-D8DA-49F7-A9B7-3AEFDDA88A12,33,22,畢祿山,0,0,0,2,0,901,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
太魯閣國家公園管理處,105E956F-D8DA-49F7-A9B7-3AEFDDA88A12,34,23,羊頭山單攻,0,0,0,2,0,1001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
太魯閣國家公園管理處,105E956F-D8DA-49F7-A9B7-3AEFDDA88A12,35,24,清水山,0,0,0,2,0,601,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
太魯閣國家公園管理處,105E956F-D8DA-49F7-A9B7-3AEFDDA88A12,21,26,錐麓古道,0,0,0,2,0,201,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
太魯閣國家公園管理處,105E956F-D8DA-49F7-A9B7-3AEFDDA88A12,132,26,錐麓古道(外籍提前),0,0,1,2,0,202,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
太魯閣國家公園管理處,105E956F-D8DA-49F7-A9B7-3AEFDDA88A12,55,33,其他（非傳統路線但進入區域屬生態保護區）,0,0,0,2,0,1111,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
太魯閣國家公園管理處,105E956F-D8DA-49F7-A9B7-3AEFDDA88A12,661,33,其他路線_南湖大山線,0,0,0,1,0,10029,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
太魯閣國家公園管理處,105E956F-D8DA-49F7-A9B7-3AEFDDA88A12,662,33,其他路線_奇萊群峰,0,0,0,1,0,10039,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
